,identifier,author_all,title,year,journal,nSyllabi,nCites,category
761,ravallion2003debate,"Ravallion, Martin","The debate on globalization, poverty and inequality: why measurement matters",2003,International Affairs,1,377,
762,reich2014computer,"Reich, Justin; Tingley, Dustin; Leder-Luis, Jetson; Roberts, Margaret; Stewart, Brandon",Computer-assisted reading and discovery for student generated text in massive open online courses,2014,,2,28,
763,reichardt1994qualitative,"Reichardt, Charles S.; Rallis, Sharon F.",The Qualitative-Quantitative Debate: New Perspectives.,1994,New directions for program evaluation,1,271,
764,resnik2010gibbs,"Resnik, Philip; Hardisty, Eric",Gibbs sampling for the uninitiated,2010,,1,107,
765,reuveny1996international,"Reuveny, Rafael; Kang, Heejoon",International conflict and cooperation: Splicing COPDAB and WEIS series,1996,International Studies Quarterly,1,59,
766,rhody2012topic,"Rhody, Lisa",Topic modeling and figurative language,2012,Journal of Digital Humanities,2,37,
767,rice2013corpus,"Rice, Douglas R.; Zorn, Christopher",Corpus-based dictionaries for sentiment analysis of specialized vocabularies,2013,Proceedings of NDATAD,1,17,
768,richardson2014day,"Richardson, Lorna J.",The Day of Archaeology: Blogging and online archaeological communities,2014,European Journal of Post-Classical Archaeologies,1,9,
769,robert2004monte,"Robert Christian, P.; George, Casella",Monte carlo statistical methods,2004,,1,9479,
770,robert2014machine,"Robert, Christian","Machine learning, a probabilistic perspective",2014,,1,3325,
771,roberts19973,"Roberts, Carl W.",3. A Generic Semantic Grammar for Quantitative Text Analysis: Applications to East and West Berlin Radio News Content from 1979,1997,Sociological Methodology,1,36,
772,roberts2000conceptual,"Roberts, Carl W.",A conceptual framework for quantitative text analysis,2000,Quality and Quantity,4,142,1
773,roberts2010modality,"Roberts, Carl W.; Zuell, Cornelia; Landmann, Juliane; Wang, Yong",Modality analysis: a semantic grammar for imputations of intentionality in texts,2010,Quality \& Quantity,1,29,
774,roberts2013structural,"Roberts, Margaret E.; Stewart, Brandon M.; Tingley, Dustin; Airoldi, Edoardo M.; others",The structural topic model and applied social science,2013,,2,58,
775,roberts2014structural,"Roberts, Margaret E.; Stewart, Brandon M.; Tingley, Dustin; Lucas, Christopher; Leder-Luis, Jetson; Gadarian, Shana Kushner; Albertson, Bethany; Rand, David G.",Structural Topic Models for Open-Ended Survey Responses,2014,American Journal of Political Science,23,239,7
776,roberts2015matching,"Roberts, Margaret E.; Stewart, Brandon M.; Nielsen, Richard",Matching methods for high-dimensional data with applications to text,2015,,2,6,
777,roberts2016model,"Roberts, Margaret E.; Stewart, Brandon M.; Airoldi, Edoardo M.",A model of text for experimentation in the social sciences,2016,Journal of the American Statistical Association,5,61,7
778,roberts2016navigating,"Roberts, Margaret E.; Stewart, Brandon M.; Tingley, Dustin",Navigating the local modes of big data,2016,Computational Social Science,4,39,7
779,robins2007introduction,"Robins, Garry; Pattison, Pip; Kalish, Yuval; Lusher, Dean",An introduction to exponential random graph (p*) models for social networks,2007,Social networks,1,1251,
780,robins2015doing,"Robins, Garry",Doing social network research: Network-based research design for social scientists,2015,,2,72,
781,romney2015plain,"Romney, David; Stewart, B.; Tingley, Dustin",Plain Text? Transparency in Computer-Assisted Text Analysis,2015,Qualitative \& Multi-Method Research,2,4,
782,rooduijn2011measuring,"Rooduijn, Matthijs; Pauwels, Teun",Measuring populism: Comparing two methods of content analysis,2011,West European Politics,4,150,5
783,rosas2015no,"Rosas, Guillermo; Shomer, Yael; Haptonstahl, Stephen R.",No News Is News: Nonignorable Nonresponse in Roll-Call Data Analysis,2015,American Journal of Political Science,1,22,
784,rosato2003flawed,"Rosato, Sebastian",The flawed logic of democratic peace theory,2003,American political science review,1,709,
785,rosenbaum1995observational,"Rosenbaum, Paul R.",Observational studies,1995,,1,4478,
786,rosenthal1978interpersonal,"Rosenthal, Robert; Rubin, Donald B.",Interpersonal expectancy effects: The first 345 studies,1978,Behavioral and Brain Sciences,1,1356,
787,rosenthal2017semeval,"Rosenthal, Sara; Farra, Noura; Nakov, Preslav",SemEval-2017 task 4: Sentiment analysis in Twitter,2017,,1,256,
788,rothstein2005social,"Rothstein, Bo",Social traps and the problem of trust,2005,,1,858,
789,rubin1995bayes,"Rubin, Donald B.","Bayes, Neyman, and calibration",1995,Sociological Methodology,1,14,
790,rubin2008objective,"Rubin, Donald B.","For objective causal inference, design trumps analysis",2008,The Annals of Applied Statistics,1,434,
791,rule2015lexical,"Rule, Alix; Cointet, Jean-Philippe; Bearman, Peter S.","Lexical shifts, substantive changes, and continuity in State of the Union discourse, 1790--2014",2015,Proceedings of the National Academy of Sciences,1,29,
792,ruppenhofer2016framenet,"Ruppenhofer, Josef; Ellsworth, Michael; Petruck, Miriam R. L.; Johnson, Christopher R.; Scheffczyk, Jan",FrameNet II: Extended theory and practice,2016,,1,665,
793,rusk1972perceptions,"Rusk, Jerrold G.; Weisberg, Herbert F.",Perceptions of presidential candidates: Implications for electoral change,1972,Midwest Journal of Political Science,1,76,
794,russell2010analyzing,"Russell, Bernard H.; Ryan, Gery W.",Analyzing qualitative data: Systematic approaches,2010,Analysis,1,1943,
795,ruths2014social,"Ruths, Derek; Pfeffer, Jurgen",Social media for large studies of behavior,2014,Science,5,246,1
796,rzhetsky2015choosing,"Rzhetsky, Andrey; Foster, Jacob G.; Foster, Ian T.; Evans, James A.",Choosing experiments to accelerate collective discovery,2015,Proceedings of the National Academy of Sciences,1,34,
797,sagarzazu2017coalition,"Sagarzazu, Inaki; Kluver, Heike",Coalition governments and party competition: Political communication strategies of coalition parties,2017,Political Science Research and Methods,1,22,
798,salathe2010high,"Salathe, Marcel; Kazandjieva, Maria; Lee, Jung Woo; Levis, Philip; Feldman, Marcus W.; Jones, James H.",A high-resolution human contact network for infectious disease transmission,2010,Proceedings of the National Academy of Sciences,1,406,
799,saldana2015coding,"Saldana, Johnny",The coding manual for qualitative researchers,2015,,1,14808,
800,salganik2006experimental,"Salganik, Matthew J.; Dodds, Peter Sheridan; Watts, Duncan J.",Experimental study of inequality and unpredictability in an artificial cultural market,2006,science,1,1502,
801,salganik2017bit,"Salganik, Matthew J.",Bit by bit: social research in the digital age,2017,,4,23,1
802,samii2016causal,"Samii, Cyrus",Causal empiricism in quantitative research,2016,The Journal of Politics,1,23,
803,samuels2009separation,"Samuels, David",Separation of powers,2009,,1,35,
804,schmitter2002ideal,"Schmitter, Philippe C.",The Ideal Research Proposal,2002,Disponivel: http://www. eui. eu/Documents/DepartmentsCentres/SPS/Profiles/Schmitter/IdealResearchPro posal. pdf,1,61,
805,schnakenberg2014dynamic,"Schnakenberg, Keith E.; Fariss, Christopher J.",Dynamic patterns of human rights practices,2014,Political Science Research and Methods,1,90,
806,Schneider2010Explo-4144,"Schneider, Gerald; Gleditsch, Nils Petter; Carey, Sabine C.","Exploring the past, anticipating the future : a symposium",2010,International Studies Review,1,45,
807,schneider2011forecasting,"Schneider, Gerald; Gleditsch, Nils Petter; Carey, Sabine","Forecasting in international relations: One quest, three approaches",2011,Conflict Management and Peace Science,1,41,
808,schonhardt2008congressional,"Schonhardt-Bailey, Cheryl",The congressional debate on partial-birth abortion: Constitutional gravitas and moral passion,2008,British journal of political science,2,52,
809,schreier2012qualitative,"Schreier, Margrit",Qualitative content analysis in practice,2012,,1,2058,
810,schrodt1994validity,"Schrodt, Philip A.; Gerner, Deborah J.","Validity assessment of a machine-coded event data set for the Middle East, 1982-92",1994,American Journal of Political Science,2,203,
811,schrodt1997empirical,"Schrodt, Philip A.; Gerner, Deborah J.","Empirical indicators of crisis phase in the Middle East, 1979-1995",1997,Journal of Conflict Resolution,1,64,
812,schrodt2000analyzing,"Schrodt, Philip A.; Gerner, Deborah J.",Analyzing International event data: a handbook of computer-based techniques,2000,"University of Kansas, On-line Manuscript, http://www. ku. edu/\~{} keds/papers. dir/automated. html",1,24,
813,schrodt2005beyond,"Schrodt, Philip A.",Beyond the linear frequentist orthodoxy,2005,Political Analysis,1,50,
814,schrodt2006twenty,"Schrodt, Philip A.; Hall, Blake",Twenty years of the Kansas event data system project,2006,The political methodologist,1,48,
815,schrodt2007inductive,"Schrodt, Philip A.",Inductive event data scaling using item response theory,2007,,1,19,
816,schrodt2008cameo,"Schrodt, Philip A.; Yilmaz, Omur; Gerner, Deborah J.; Hermreck, Dennis",The CAMEO (conflict and mediation event observations) actor coding framework,2008,,1,39,
817,schrodt2009tabari,"Schrodt, Philip A.",Tabari: Textual analysis by augmented replacement instructions,2009,"Dept. of Political Science, University of Kansas, Blake Hall, Version 0.7. 3B3",1,36,
818,schrodt2012automated,"Schrodt, Philip A.; Yonamine, Jay",Automated coding of very large scale political event data,2012,,1,9,
819,schrodt2012precedents,"Schrodt, Philip A.","Precedents, progress, and prospects in political event data",2012,International Interactions,1,80,
820,schrodt2013automated,"Schrodt, Philip A.; Van Brackle, David",Automated coding of political event data,2013,,2,33,
821,schutze2008introduction,"Schutze, Hinrich; Manning, Christopher D.; Raghavan, Prabhakar",Introduction to information retrieval,2008,,9,13951,1
822,schwartz2013personality,"Schwartz, H.  Andrew; Eichstaedt, Johannes C.; Kern, Margaret L.; Dziurzynski, Lukasz; Ramones, Stephanie M.; Agrawal, Megha; Shah, Achal; Kosinski, Michal; Stillwell, David; Seligman, Martin E. P.; others","Personality, gender, and age in the language of social media: The open-vocabulary approach",2013,PloS one,3,579,5
823,scott1997regression,"Scott Long, J.",Regression models for categorical and limited dependent variables,1997,Advanced quantitative techniques in the social sciences,1,16080,
824,scott1998seeing,"Scott, James C.",Seeing like a state: How certain schemes to improve the human condition have failed,1998,,1,15633,
825,seale2006gender,"Seale, Clive; Ziebland, Sue; Charteris-Black, Jonathan","Gender, cancer experience and internet use: a comparative keyword analysis of interviews and online cancer support groups",2006,Social science \& medicine,2,289,
826,sekhon2009opiates,"Sekhon, Jasjeet S.",Opiates for the matches: Matching methods for causal inference,2009,Annual Review of Political Science,1,281,
827,senn2013comment,"Senn, Stephen",Comment on Gelman and Shalizi,2013,British Journal of Mathematical and Statistical Psychology,1,1,
828,severance2016python,"Severance, Charles Russell; Blumenberg, Sue; Hauser, Elliott",Python for Everybody: Exploring Data in Python 3,2016,,1,2,
829,shaban2017event,"Shaban, Tarrek A.; Hexter, Lindsay; Choi, Jinho D.",Event Analysis on the 2016 US Presidential Election Using Social Media,2017,,1,0,
830,shadish2010campbell,"Shadish, William R.",Campbell and Rubin: A primer and comparison of their approaches to causal inference in field settings.,2010,Psychological methods,1,82,
831,shellman2004time,"Shellman, Stephen M.",Time series intervals and statistical inference: The effects of temporal aggregation on event data analysis,2004,Political Analysis,1,91,
832,shen2015entity,"Shen, Wei; Wang, Jianyong; Han, Jiawei","Entity linking with a knowledge base: Issues, techniques, and solutions",2015,IEEE Transactions on Knowledge and Data Engineering,1,198,
833,shepard1987toward,"Shepard, Roger N.",Toward a universal law of generalization for psychological science,1987,Science,1,2119,
834,shepherd2013critical,"Shepherd, Laura J.",Critical approaches to security: An introduction to theories and methods,2013,,1,58,
835,shor2007bayesian,"Shor, Boris; Bafumi, Joseph; Keele, Luke; Park, David",A Bayesian multilevel modeling approach to time-series cross-sectional data,2007,Political Analysis,1,144,
836,sidnell2011conversation,"Sidnell, Jack",Conversation analysis: An introduction,2011,,1,763,
837,signorino1999strategic,"Signorino, Curtis S.",Strategic interaction and the statistical analysis of international conflict,1999,American Political Science Review,1,470,
838,signorino2003structure,"Signorino, Curtis S.",Structure and uncertainty in discrete choice models,2003,Political Analysis,1,157,
839,signorino2007formal,"Signorino, Curtis S.","On formal theory and statistical methods: A response to Carrubba, Yuen, and Zorn",2007,Political Analysis,1,16,
840,sijtsma2002introduction,"Sijtsma, Klaas; Molenaar, Ivo W.",Introduction to nonparametric item response theory,2002,,1,714,
841,silge2017text,"Silge, Julia; Robinson, David",Text Mining with R: A tidy approach,2017,,1,12,
842,silver2012signal,"Silver, Nate",The signal and the noise: why so many predictions fail--but some don't,2012,,1,974,
843,simon2015automated,"Simon, Munzert; Rubba, Christian; Meissner, Peter; Nyhuis, Dominic",Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining,2015,,2,67,
844,simonoff2012smoothing,"Simonoff, Jeffrey S.",Smoothing methods in statistics,2012,,1,2137,
845,siroky2009navigating,"Siroky, David S.; others",Navigating random forests and related advances in algorithmic modeling,2009,Statistics Surveys,1,115,
846,slapin2008scaling,"Slapin, Jonathan B.; Proksch, Sven-Oliver",A scaling model for estimating time-series party positions from texts,2008,American Journal of Political Science,20,542,6
847,smola2008introduction,"Smola, Alex; Vishwanathan, S. V. N.",Introduction to Machine Learning,2008,,1,5081,
848,snijders2010introduction,"Snijders, Tom A. B.; Van de Bunt, Gerhard G.; Steglich, Christian E. G.",Introduction to stochastic actor-based models for network dynamics,2010,Social networks,1,1272,
849,sobel2012does,"Sobel, Michael E.",Does marriage boost men's wages?: Identification of treatment effects in fixed effects regression models for panel data,2012,Journal of the American Statistical Association,1,10,
850,solt2004civics,"Solt, Frederick",Civics or structure? Revisiting the origins of democratic quality in the Italian regions,2004,British Journal of Political Science,1,43,
851,soroka2006good,"Soroka, Stuart N.",Good news and bad news: Asymmetric responses to economic information,2006,Journal of Politics,1,530,
852,soroka2008campaign,"Soroka, Stuart; Young, Lori; Bodet, Marc Andre",Campaign News and Vote Intentions Analyses Using Manual and Automated Coding of Sentiment in Canadian Newspaper Content,2008,,1,2,
853,soroka2015bad,"Soroka, Stuart; Young, Lori; Balmas, Meital","Bad news or mad news? Sentiment scoring of negativity, fear, and anger in news content",2015,The ANNALS of the American Academy of Political and Social Science,1,17,
854,sovey2011instrumental,"Sovey, Allison J.; Green, Donald P.",Instrumental variables estimation in political science: A readers guide,2011,American Journal of Political Science,1,282,
855,soyer2012illusion,"Soyer, Emre; Hogarth, Robin M.",The illusion of predictability: How regression statistics mislead experts,2012,International Journal of Forecasting,1,59,
856,sparck1972statistical,"Sparck Jones, Karen",A statistical interpretation of term specificity and its application in retrieval,1972,Journal of documentation,1,3256,
857,spirling2009bargaining,"Spirling, Arthur; Grimmer, Justin; Monroe, Burt; Peress, Michael; Quinn, Kevin; Stewart, On; others","Bargaining Power in Practice US Treaty-making with American Indians, 1784-1911",2009,,1,5,
858,spirling2012us,"Spirling, Arthur","US treaty making with American Indians: Institutional change and relative power, 1784-1911",2012,American Journal of Political Science,8,67,6
859,spirling2016democratization,"Spirling, Arthur","Democratization and linguistic complexity: The effect of franchise extension on parliamentary discourse, 1832-1915",2016,The Journal of Politics,4,6,3
860,spirtes2000causation,"Spirtes, Peter; Glymour, Clark N.; Scheines, Richard","Causation, prediction, and search",2000,,1,6045,
861,sportiche2013introduction,"Sportiche, Dominique; Koopman, Hilda; Stabler, Edward",An introduction to syntactic analysis and theory,2013,,1,45,
862,stab2016recognizing,"Stab, Christian; Gurevych, Iryna",Recognizing the absence of opposing arguments in persuasive essays,2016,,1,4,
863,stegmueller2013many,"Stegmueller, Daniel",How many countries for multilevel modeling? A comparison of frequentist and Bayesian approaches,2013,American Journal of Political Science,1,367,
864,steinert2015online,"Steinert-Threlkeld, Zachary C.; Mocanu, Delia; Vespignani, Alessandro; Fowler, James",Online social networks and offline protest,2015,EPJ Data Science,2,37,
865,steinert2017longitudinal,"Steinert-Threlkeld, Zachary C.",Longitudinal Network Centrality Using Incomplete Data,2017,Political Analysis,1,1,
866,steinert-threkeld_2018,"Steinert-Threkeld, Zachary C.",Twitter as Data,2018,,1,0,
867,stephens2014cost,"Stephens-Davidowitz, Seth",The cost of racial animus on a black candidate: Evidence using Google search data,2014,Journal of Public Economics,2,102,
868,stevens1946theory,"Stevens, Stanley Smith; others",On the theory of scales of measurement,1946,,1,4764,
869,stewart2009use,"Stewart, Brandon M.; Zhukov, Yuri M.",Use of force and civil--military relations in Russia: an automated content analysis,2009,Small Wars \& Insurgencies,2,31,
870,steyvers2007handbook,"Steyvers, Mark; Griffiths, Tom","Handbook of Latent Semantic Analysis, chapter 21: Probabilistic Topic Models",2007,,1,9,
871,stokes2016porter,"Stokes, Allyson; McLevey, John","From Porter to Bourdieu: The evolving specialty structure of English Canadian sociology, 1966 to 2014",2016,Canadian Review of Sociology/Revue canadienne de sociologie,1,6,
872,suri2011cooperation,"Suri, Siddharth; Watts, Duncan J.","Cooperation and contagion in web-based, networked public goods experiments",2011,PloS one,1,330,
873,sylvan1988foreign,"SYLVAN, D. J.; ALKER JR, H. R.","Foreign Policy as Tragedy: Sending 100,000 Troops to Vietnam",1988,"Paper for the International Political Science Association. Washington, DC",1,2,
874,taber1992poli,"Taber, Charles S.",POLI: An expert system model of US foreign policy belief systems,1992,American Political Science Review,1,79,
875,taddy2013multinomial,"Taddy, Matt",Multinomial inverse regression for text analysis,2013,Journal of the American Statistical Association,5,108,5
876,tahk2015continuous,"Tahk, Alexander M.","A continuous-time, latent-variable model of time series data",2015,Political Analysis,1,1,
877,taleb2007black,"Taleb, Nassim Nicholas",The black swan: The impact of the highly improbable,2007,,1,7461,
878,tambayong2012network,"Tambayong, Laurent; Carley, Kathleen M.",Network Text Analysis in Computer-Intensive Rapid Ethnography Retrieval: An Example from Political Networks of Sudan.,2012,Journal of Social Structure,1,14,
879,tan2006cluster,"Tan, Pang-Ning; Steinbach, Michael; Kumar, Vipin; others",Cluster analysis: basic concepts and algorithms,2006,Introduction to data mining,1,252,
880,tan2016talk,"Tan, Chenhao; Lee, Lillian",Talk it up or play it down?(Un) expected correlations between (de-) emphasis and recurrence of discussion points in consequential US economic policy meetings,2016,arXiv preprint arXiv:1612.06391,1,2,
881,tang2009survey,"Tang, Huifeng; Tan, Songbo; Cheng, Xueqi",A survey on sentiment detection of reviews,2009,Expert Systems with Applications,1,387,
882,tarrow1996making,"Tarrow, Sidney",Making social science work across space and time: a critical reflection on Robert Putnam's Making Democracy Work,1996,American political science review,1,963,
883,tausczik2010psychological,"Tausczik, Yla R.; Pennebaker, James W.",The psychological meaning of words: LIWC and computerized text analysis methods,2010,Journal of language and social psychology,7,1895,3
884,taylor2013selection,"Taylor, Sean J.; Bakshy, Eytan; Aral, Sinan",Selection effects in online sharing: Consequences for peer adoption,2013,,1,22,
885,team2015stan,"Team, Stan Developers",Stan Modeling Language: User's Guide and Reference Manual,2015,Version 2.12,1,8,
886,teetor2011r,"Teetor, Paul","R Cookbook: Proven recipes for data analysis, statistics, and graphics",2011,,1,154,
887,tenenbaum2011grow,"Tenenbaum, Joshua B.; Kemp, Charles; Griffiths, Thomas L.; Goodman, Noah D.","How to grow a mind: Statistics, structure, and abstraction",2011,science,2,868,
888,tesch2013qualitative,"Tesch, Renata",Qualitative research: Analysis types and software,2013,,1,573,
889,tetlock2017expert,"Tetlock, Philip E.",Expert political judgment: How good is it? How can we know?,2017,,1,1696,
890,theocharis2016bad,"Theocharis, Yannis; Barbera, Pablo; Fazekas, Zoltan; Popa, Sebastian Adrian; Parnet, Olivier",A bad workman blames his tweets: the consequences of citizens' uncivil Twitter use when interacting with party candidates,2016,Journal of communication,2,11,
891,thomas2006get,"Thomas, Matt; Pang, Bo; Lee, Lillian",Get out the vote: Determining support or opposition from Congressional floor-debate transcripts,2006,,4,478,5
892,thurstone1927method,"Thurstone, Louis L.",The method of paired comparisons for social values.,1927,The Journal of Abnormal and Social Psychology,1,519,
893,thurstone1928attitudes,"Thurstone, Louis L.",Attitudes can be measured,1928,American journal of Sociology,1,1922,
894,tibshirani1996regression,"Tibshirani, Robert",Regression shrinkage and selection via the lasso,1996,Journal of the Royal Statistical Society. Series B (Methodological),3,23363,8
895,tibshirani2001elements,"Tibshirani, Robert; Friedman, Jerome","The elements of statistical learning: data mining, inference, and prediction",2001,,1,154,8
896,tingley2017rising,"Tingley, Dustin",Rising power on the mind,2017,International Organization,1,16,
897,tosti2016coding,"Tosti-Kharas, Jennifer; Conley, Caryn","Coding psychological constructs in text using Mechanical Turk: A reliable, accurate, and efficient alternative",2016,Frontiers in psychology,1,1,
898,traber2016issue,"Traber, Denise; Schoonvelde, Martijn; Schumacher, Gijs; Dahiya, Tanushree; de Vries, Erik",Issue Avoidance and Blame Attribution in Leader Speeches during the Economic Crisis in Europe,2016,,1,1,
899,treier2008democracy,"Treier, Shawn; Jackman, Simon",Democracy as a latent variable,2008,American Journal of Political Science,3,540,8
900,trochim2001research,"Trochim, William M. K.; Donnelly, James P.",Research methods knowledge base,2001,,1,10074,
901,tufekci2014big,"Tufekci, Zeynep","Big Questions for Social Media Big Data: Representativeness, Validity and Other Methodological Pitfalls.",2014,ICWSM,1,287,
902,tuite2011photocity,"Tuite, Kathleen; Snavely, Noah; Hsiao, Dun-yu; Tabing, Nadine; Popovic, Zoran",PhotoCity: training experts at large-scale image acquisition through a competitive game,2011,,1,107,
903,tumasjan2010predicting,"Tumasjan, Andranik; Sprenger, Timm Oliver; Sandner, Philipp G.; Welpe, Isabell M.",Predicting elections with twitter: What 140 characters reveal about political sentiment.,2010,Icwsm,3,2085,5
904,turner2009we,"Turner, Charles C.; Thies, Cameron G.",What we mean by scope and methods: A survey of undergraduate scope and methods courses,2009,PS: Political Science \& Politics,1,19,
905,turney2010frequency,"Turney, Peter D.; Pantel, Patrick",From frequency to meaning: Vector space models of semantics,2010,Journal of artificial intelligence research,4,1921,9
906,tvinnereim2015explaining,"Tvinnereim, Endre; Flottum, Kjersti",Explaining topic prevalence in answers to open-ended survey questions about climate change,2015,Nature Climate Change,1,25,
907,ugander2012structural,"Ugander, Johan; Backstrom, Lars; Marlow, Cameron; Kleinberg, Jon",Structural diversity in social contagion,2012,Proceedings of the National Academy of Sciences,1,359,
908,ulbig2009engaging,"Ulbig, Stacy",Engaging the Unengaged: Using Visual Images to Enhance Students' Poli Sci 101' Experience,2009,PS: Political Science \& Politics,1,11,
909,underwood2012topic,"Underwood, Ted",Topic modeling made just simple enough,2012,The Stone and the Shell,1,32,
910,van1973models,"Van Dijk, Teun A.",Models for text grammars,1973,,1,31,
911,van1986theory,"Van Cuilenburg, Jan J.; Kleinnijenhuis, Jan; De Ridder, Jan A.",A theory of evaluative discourse: Towards a graph theory of journalistic texts,1986,European Journal of Communication,1,67,
912,van1997guide,"Van Evera, Stephen",Guide to methods for students of political science,1997,,3,1981,8
913,van2003mokken,"Van Schuur, Wijbrandt H.",Mokken scale analysis: Between the Guttman scale and parametric item response theory,2003,Political Analysis,1,331,
914,van2007super,"Van der Laan, Mark J.; Polley, Eric C.; Hubbard, Alan E.",Super learner,2007,Statistical applications in genetics and molecular biology,2,480,
915,van2011experimenting,"van der Leij, Marco J.",Experimenting with buddies,2011,Science,1,18,
916,van2011targeted,"Van der Laan, Mark J.; Rose, Sherri",Targeted learning: causal inference for observational and experimental data,2011,,1,395,
917,van2011text,"Van Eck, Nees Jan; Waltman, Ludo",Text mining and visualization using VOSviewer,2011,arXiv preprint arXiv:1109.2058,1,131,
918,van2014field,"Van de Rijt, Arnout; Kang, Soong Moon; Restivo, Michael; Patil, Akshay",Field experiments of success-breeds-success dynamics,2014,Proceedings of the National Academy of Sciences,1,76,
919,van2014handbook,"Van Eemeren, Frans H.; Garssen, Bart; Krabbe, Erik C. W.; Henkemans, A.  Francisca Snoeck; Verheij, Bart; Wagemans, Jean H. M.",Handbook of argumentation theory,2014,,1,405,
920,van2016validating,"van der Zwaan, Janneke M.; Marx, Maarten; Kamps, Jaap",Validating Cross-Perspective Topic Modeling for Extracting Political Parties' Positions from Parliamentary Proceedings.,2016,,1,4,
921,van2017debates,"van Aggelen, Astrid; Hollink, Laura; Kemman, Max; Kleppe, Martijn; Beunders, Henri",The debates of the european parliament as linked open data,2017,Semantic Web,1,8,
922,varian2014big,"Varian, Hal R.",Big data: New tricks for econometrics,2014,Journal of Economic Perspectives,1,462,
923,vasi2015no,"Vasi, Ion Bogdan; Walker, Edward T.; Johnson, John S.; Tan, Hui Fen","No fracking way! Documentary film, discursive opportunity, and local opposition against hydraulic fracturing in the United States, 2010 to 2013",2015,American Sociological Review,1,46,
924,veen2011positions,"Veen, Tim",Positions and salience in European Union politics: Estimation and validation of a new dataset,2011,European Union Politics,1,34,
925,venables2002random,"Venables, W. N.; Ripley, B. D.",Random and mixed effects,2002,,1,54,
926,venables2003modern,"Venables, William N.; Ripley, Brian D.",Modern applied statistics with S (statistics and computing),2003,,1,9,
927,venables2012r,"Venables, William N.; Smith, David M.",R Core Team (2012),2012,An Introduction to R [Notes on R: A Program,1,45,
928,venables2013modern,"Venables, William N.; Ripley, Brian D.",Modern applied statistics with S-PLUS,2013,,2,18504,
929,verzani2014using,"Verzani, John",Using R for introductory statistics,2014,,1,381,
930,voeten2000clashes,"Voeten, Erik",Clashes in the Assembly,2000,International organization,1,416,
931,von2008recaptcha,"Von Ahn, Luis; Maurer, Benjamin; McMillen, Colin; Abraham, David; Blum, Manuel",recaptcha: Human-based character recognition via web security measures,2008,Science,1,1043,
932,waber2013people,"Waber, Ben",People analytics: How social sensing technology will transform business and what it tells us about the future of work,2013,,1,45,
933,wager2015estimation,"Wager, S.; Athey, S.",Estimation and Inference of Heterogeneous Treatment Effects using Random Forests. arXiv. org,2015,,1,139,
934,wallach2008structured,"Wallach, Hanna Megan",Structured topic models for language,2008,,4,160,7
935,wallach2009evaluation,"Wallach, Hanna M.; Murray, Iain; Salakhutdinov, Ruslan; Mimno, David",Evaluation methods for topic models,2009,,2,525,
936,wallach2009rethinking,"Wallach, Hanna M.; Mimno, David M.; McCallum, Andrew",Rethinking LDA: Why priors matter,2009,,4,484,7
937,wallach2014big,"Wallach, Hanna","Big data, machine learning, and the social sciences: Fairness, accountability, and transparency",2014,,1,13,
938,walton2015classification,"Walton, Douglas; Macagno, Fabrizio",A classification system for argumentation schemes,2015,Argument \& Computation,1,7,
939,wand2001butterfly,"Wand, Jonathan N.; Shotts, Kenneth W.; Sekhon, Jasjeet S.; Mebane, Walter R.; Herron, Michael C.; Brady, Henry E.","The butterfly did it: The aberrant vote for Buchanan in Palm Beach County, Florida",2001,American Political Science Review,1,317,
940,wang2015forecasting,"Wang, Wei; Rothschild, David; Goel, Sharad; Gelman, Andrew",Forecasting elections with non-representative polls,2015,International Journal of Forecasting,1,143,
941,ward2008spatial,"Ward, Michael D.; Gleditsch, Kristian Skrede",Spatial regression models,2008,,1,470,
942,ward2010perils,"Ward, Michael D.; Greenhill, Brian D.; Bakke, Kristin M.",The perils of policy by p-value: Predicting civil conflicts,2010,Journal of Peace Research,1,339,
943,warshaw2012should,"Warshaw, Christopher; Rodden, Jonathan",How should we measure district-level public opinion on individual issues?,2012,The Journal of Politics,1,119,
944,wasserman1994social,"Wasserman, Stanley; Faust, Katherine",Social network analysis: Methods and applications,1994,,1,30263,
945,wasserman2006all,"Wasserman, Larry Alan",All of nonparametric statistics: with 52 illustrations,2006,,1,21,
946,watts2007twenty,"Watts, Duncan J.",A twenty-first century science,2007,Nature,1,323,
947,watts2013computational,"Watts, Duncan J.",Computational social science: Exciting progress and future directions,2013,The Bridge on Frontiers of Engineering,1,44,
948,weber1990basic,"Weber, Robert Philip",Basic content analysis,1990,,1,9963,
949,weidmann2008predicting,"Weidmann, Nils B.; Ward, Michael",Predicting Conflict via Machine Learning,2008,,1,0,
950,weidmann2009geography,"Weidmann, Nils B.",Geography as motivation and opportunity: Group concentration and ethnic conflict,2009,Journal of Conflict Resolution,1,198,
951,weinberg2014comparing,"Weinberg, Jill D.; Freese, Jeremy; McElhattan, David",Comparing Data Characteristics and Results of an Online Factorial Survey between a Population-Based and a Crowdsource-Recruited Sample.,2014,Sociological Science,1,149,
952,weisberg1974dimensionland,"Weisberg, Herbert F.",Dimensionland: An excursion into spaces,1974,American Journal of Political Science,1,102,
953,weiss2015fundamentals,"Weiss, Sholom M.; Indurkhya, Nitin; Zhang, Tong",Fundamentals of predictive text mining,2015,,1,157,
954,weldon2011protest,"Weldon, Laurel",When protest makes policy: How social movements represent disadvantaged groups,2011,,1,103,
